CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,Canceled,Revenue,SUBSCRIPTION DURATION,AVERAGE SUBSCRIPTION DURATION
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1832,365,44774.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1933,365,45139.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2536,366,45260
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2176,365,44774.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2449,365,45016.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1285,366,45260
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2279,365,45016.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1610,365,44774.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2265,366,45260
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1974,365,44774.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2404,365,45016.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2853,365,45139.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1692,365,44774.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1148,365,44894.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2558,365,45139.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1860,365,45016.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1470,365,44894.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1124,365,45016.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2132,365,44774.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2977,365,45139.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2993,365,44894.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1887,365,45139.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1922,365,45139.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2501,365,44894.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1117,365,45016.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1131,366,45260
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1942,366,45260
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1797,365,44894.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1079,366,45260
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2301,365,44774.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1729,365,45139.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1156,365,44774.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2861,365,44774.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1509,365,44894.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2518,366,45260
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2759,365,44774.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2286,366,45260
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1089,365,45016.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2279,365,44894.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2547,365,44894.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1243,365,45016.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1910,365,45139.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1287,365,45139.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2579,366,45260
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1489,365,45016.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2508,366,45260
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1840,365,45016.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2083,365,44894.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1313,365,45139.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1557,365,44774.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2727,365,45016.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2769,365,45016.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2276,365,45139.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2450,365,44894.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2645,365,45016.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1229,365,44774.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2687,365,45139.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1884,365,45016.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2577,365,45139.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2356,365,44774.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1696,366,45260
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2198,365,45139.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1766,365,45139.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1749,366,45260
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2452,365,44774.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1236,366,45260
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2859,365,45016.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1247,365,44774.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1666,365,44774.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2732,365,44774.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2656,365,45016.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1357,365,44894.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2017,365,45139.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1808,365,44894.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2828,365,44774.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2345,366,45260
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2386,365,44894.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1108,365,45016.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1429,365,45139.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1812,366,45260
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2759,365,45016.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1098,365,45139.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2555,365,44774.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2388,366,45260
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1678,365,44894.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2466,366,45260
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2763,365,45016.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2350,365,44774.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1697,365,44774.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1105,365,45016.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1987,365,45139.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2630,365,45016.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2091,365,44894.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2535,365,44894.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1934,366,45260
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1851,365,45016.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2008,365,45016.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2974,365,45139.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1648,366,45260
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2424,365,45016.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1170,365,45139.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1336,365,45139.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1815,365,44894.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2403,365,44774.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2715,366,45260
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2224,366,45260
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1393,365,44774.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1916,365,44774.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2722,365,44774.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1601,365,44894.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2847,365,44774.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1495,365,44894.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2875,365,44894.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2295,365,45016.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1228,366,45260
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2556,365,45139.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1420,365,45139.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1605,365,44774.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2497,365,45016.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2489,365,45139.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1545,365,44774.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1022,366,45260
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1601,365,45016.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2811,366,45260
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2318,366,45260
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1544,365,44894.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1024,365,44774.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2244,365,44774.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1630,365,44894.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2433,365,44774.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1229,366,45260
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2724,365,44894.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2427,365,44894.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1572,365,44894.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2923,365,44774.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2440,365,45016.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1593,365,45016.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1749,365,44894.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2725,365,45016.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1078,365,45139.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1449,365,44894.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1195,366,45260
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1793,365,44774.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1688,366,45260
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2150,365,44894.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1567,365,44774.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2426,365,44774.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2837,365,44774.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2338,365,44894.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1483,365,44894.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2985,365,44774.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1706,365,44894.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2593,366,45260
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2493,365,45016.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2368,365,45139.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1048,365,45016.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1876,365,44894.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2514,366,45260
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2078,365,44774.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2542,365,45139.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1756,365,45139.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,3000,365,44894.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1185,365,45016.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1483,366,45260
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1185,365,44774.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1316,365,44894.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1383,366,45260
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1386,365,44774.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1404,366,45260
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1849,365,44894.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1963,365,44774.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1075,365,44894.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2028,365,44894.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2266,365,44894.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1505,365,45016.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2120,365,45016.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2327,365,44894.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2235,365,44774.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1375,366,45260
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1502,365,45139.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1810,365,45016.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2471,365,44894.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1685,365,44774.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2451,366,45260
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1007,365,44894.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2584,365,45139.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2593,365,45139.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2473,365,44774.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2764,365,44774.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1942,365,44894.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2686,365,44774.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2810,365,44894.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2212,365,45139.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1429,365,44774.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1778,365,44894.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2693,365,45016.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2080,365,45139.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2207,365,44774.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1658,365,45016.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1305,365,45139.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1762,365,44774.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1085,366,45260
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2559,365,45016.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1001,366,45260
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1089,365,44894.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1895,365,45016.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1135,365,45139.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2754,365,44774.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1330,365,44774.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2425,366,45260
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2999,365,44774.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1138,365,44894.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1870,366,45260
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1092,365,44894.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2427,365,44774.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2152,365,45016.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1804,365,45139.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1280,365,44774.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1609,365,45016.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1678,365,45139.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2266,365,45016.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1988,366,45260
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1327,365,45016.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1736,366,45260
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2339,365,44894.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1203,365,45139.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2861,365,45139.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2218,365,44774.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2520,366,45260
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1443,365,44894.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1685,365,45139.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2922,365,44894.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2499,365,45139.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1710,365,44894.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1825,366,45260
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2209,365,45016.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2704,366,45260
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2015,365,45016.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1177,366,45260
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1568,365,45139.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1934,365,44774.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1312,365,45016.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2371,365,44774.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2751,366,45260
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2598,365,45016.5
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1325,366,45260
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1396,365,45139.5
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1824,365,44774.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2264,365,45016.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2659,365,44894.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2973,365,45016.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1405,365,44894.5
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2794,365,44894.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1465,365,45016.5
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2118,365,45139.5
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2171,365,45016.5
